model,n_tasks,naming,t1_load,regime,passphrase_last,base_temp,probe_k,seed,t2_phrase,t2_task_name,t2_rank,t2_abs_index,cot_len_chars,base_output_truncated,has_fork_point,realized_report_contains,realized_t2_in_cot,t1_correct,report_s,report_k,report_degenerate,access_s,access_k,access_degenerate
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,78149,ALPHA CHARLIE KILO,ABACUS,5,14,126,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,79114,ROMEO SIERRA YANKEE,ICEBERG,5,15,355,0,1,0,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,79114,ROMEO SIERRA YANKEE,ICEBERG,5,15,140,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,79149,OSCAR YANKEE PAPA,FALCON,5,14,1664,0,1,1,1,0.75,19,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,79149,OSCAR YANKEE PAPA,FALCON,5,14,139,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,79149,OSCAR YANKEE PAPA,FALCON,5,14,1018,0,1,1,0,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,79149,OSCAR YANKEE PAPA,FALCON,5,14,121,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,79149,OSCAR YANKEE PAPA,FALCON,5,14,1224,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,79149,OSCAR YANKEE PAPA,FALCON,5,14,123,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,80114,ZULU ROMEO JULIET,PUMPKIN,5,15,538,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,80114,ZULU ROMEO JULIET,PUMPKIN,5,15,136,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,80149,ALPHA XRAY OSCAR,EMERALD,5,15,729,0,1,0,0,0.25,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,80149,ALPHA XRAY OSCAR,EMERALD,5,15,125,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,80149,ALPHA XRAY OSCAR,EMERALD,5,15,1040,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,80149,ALPHA XRAY OSCAR,EMERALD,5,15,120,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,80149,ALPHA XRAY OSCAR,EMERALD,5,15,1946,0,1,1,1,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,80149,ALPHA XRAY OSCAR,EMERALD,5,15,123,0,1,1,,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,81114,ZULU ROMEO GOLF,ZIGZAG,5,15,408,0,1,1,1,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,81114,ZULU ROMEO GOLF,ZIGZAG,5,15,133,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,81149,QUEBEC WHISKEY FOXTROT,QUARRY,5,11,599,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,81149,QUEBEC WHISKEY FOXTROT,QUARRY,5,11,126,0,1,1,,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,81149,QUEBEC WHISKEY FOXTROT,QUARRY,5,11,1555,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,81149,QUEBEC WHISKEY FOXTROT,QUARRY,5,11,126,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,81149,QUEBEC WHISKEY FOXTROT,QUARRY,5,11,1977,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,81149,QUEBEC WHISKEY FOXTROT,QUARRY,5,11,127,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,82114,XRAY QUEBEC ROMEO,XYLOPHONE,5,15,439,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,82114,XRAY QUEBEC ROMEO,XYLOPHONE,5,15,141,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,82149,NOVEMBER ZULU ECHO,XYLOPHONE,5,15,801,0,1,0,0,1.0,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,82149,NOVEMBER ZULU ECHO,XYLOPHONE,5,15,130,0,1,1,,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,82149,NOVEMBER ZULU ECHO,XYLOPHONE,5,15,1308,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,82149,NOVEMBER ZULU ECHO,XYLOPHONE,5,15,126,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,82149,NOVEMBER ZULU ECHO,XYLOPHONE,5,15,1443,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,82149,NOVEMBER ZULU ECHO,XYLOPHONE,5,15,128,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,83114,GOLF DELTA MIKE,HARMONICA,5,15,666,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,83114,GOLF DELTA MIKE,HARMONICA,5,15,141,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,83149,NOVEMBER HOTEL ROMEO,ORCHID,5,12,968,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,83149,NOVEMBER HOTEL ROMEO,ORCHID,5,12,130,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,83149,NOVEMBER HOTEL ROMEO,ORCHID,5,12,1237,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,83149,NOVEMBER HOTEL ROMEO,ORCHID,5,12,129,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,83149,NOVEMBER HOTEL ROMEO,ORCHID,5,12,1645,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,83149,NOVEMBER HOTEL ROMEO,ORCHID,5,12,128,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,84114,JULIET HOTEL ROMEO,MARBLE,5,15,457,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,84114,JULIET HOTEL ROMEO,MARBLE,5,15,143,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,84149,SIERRA GOLF KILO,CARNIVAL,5,15,1140,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,84149,SIERRA GOLF KILO,CARNIVAL,5,15,125,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,84149,SIERRA GOLF KILO,CARNIVAL,5,15,1441,0,1,0,0,0.75,0,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,84149,SIERRA GOLF KILO,CARNIVAL,5,15,125,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,84149,SIERRA GOLF KILO,CARNIVAL,5,15,878,0,1,0,1,0.0,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,84149,SIERRA GOLF KILO,CARNIVAL,5,15,126,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,85114,CHARLIE ALPHA VICTOR,UKULELE,5,13,560,0,1,0,1,0.75,0,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,85114,CHARLIE ALPHA VICTOR,UKULELE,5,13,138,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,85149,DELTA JULIET MIKE,TANGERINE,5,14,989,0,1,1,0,1.0,17,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,85149,DELTA JULIET MIKE,TANGERINE,5,14,127,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,85149,DELTA JULIET MIKE,TANGERINE,5,14,1112,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,85149,DELTA JULIET MIKE,TANGERINE,5,14,131,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,85149,DELTA JULIET MIKE,TANGERINE,5,14,984,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,85149,DELTA JULIET MIKE,TANGERINE,5,14,127,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,86114,ZULU FOXTROT SIERRA,ALMOND,5,14,483,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,86114,ZULU FOXTROT SIERRA,ALMOND,5,14,136,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,86149,GOLF TANGO QUEBEC,ZUCCHINI,5,14,986,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,86149,GOLF TANGO QUEBEC,ZUCCHINI,5,14,127,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,86149,GOLF TANGO QUEBEC,ZUCCHINI,5,14,1072,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,86149,GOLF TANGO QUEBEC,ZUCCHINI,5,14,128,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,86149,GOLF TANGO QUEBEC,ZUCCHINI,5,14,1565,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,86149,GOLF TANGO QUEBEC,ZUCCHINI,5,14,128,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,87114,SIERRA MIKE ECHO,SCARECROW,5,12,515,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,87114,SIERRA MIKE ECHO,SCARECROW,5,12,141,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,87149,INDIA NOVEMBER ALPHA,FALCON,5,15,1181,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,87149,INDIA NOVEMBER ALPHA,FALCON,5,15,122,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,87149,INDIA NOVEMBER ALPHA,FALCON,5,15,947,0,1,0,0,0.25,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,87149,INDIA NOVEMBER ALPHA,FALCON,5,15,123,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,87149,INDIA NOVEMBER ALPHA,FALCON,5,15,1382,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,87149,INDIA NOVEMBER ALPHA,FALCON,5,15,138,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,88114,FOXTROT INDIA LIMA,CATAPULT,5,10,333,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,88114,FOXTROT INDIA LIMA,CATAPULT,5,10,139,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,88149,PAPA NOVEMBER JULIET,ZUCCHINI,5,12,986,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,88149,PAPA NOVEMBER JULIET,ZUCCHINI,5,12,128,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,88149,PAPA NOVEMBER JULIET,ZUCCHINI,5,12,1118,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,88149,PAPA NOVEMBER JULIET,ZUCCHINI,5,12,128,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,88149,PAPA NOVEMBER JULIET,ZUCCHINI,5,12,1649,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,88149,PAPA NOVEMBER JULIET,ZUCCHINI,5,12,129,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,89114,UNIFORM OSCAR HOTEL,CENTIPEDE,5,14,486,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,89114,UNIFORM OSCAR HOTEL,CENTIPEDE,5,14,144,0,1,1,,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,89149,ZULU ECHO JULIET,GAZEBO,5,15,1373,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,89149,ZULU ECHO JULIET,GAZEBO,5,15,122,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,89149,ZULU ECHO JULIET,GAZEBO,5,15,955,0,1,0,0,0.5,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,89149,ZULU ECHO JULIET,GAZEBO,5,15,122,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,89149,ZULU ECHO JULIET,GAZEBO,5,15,1358,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,89149,ZULU ECHO JULIET,GAZEBO,5,15,123,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,90114,DELTA ALPHA HOTEL,QUILT,5,15,459,0,1,1,1,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,90114,DELTA ALPHA HOTEL,QUILT,5,15,131,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,90149,ZULU YANKEE TANGO,PISTACHIO,5,12,1644,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,90149,ZULU YANKEE TANGO,PISTACHIO,5,12,128,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,90149,ZULU YANKEE TANGO,PISTACHIO,5,12,1983,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,90149,ZULU YANKEE TANGO,PISTACHIO,5,12,126,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,90149,ZULU YANKEE TANGO,PISTACHIO,5,12,1313,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,90149,ZULU YANKEE TANGO,PISTACHIO,5,12,125,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,91114,FOXTROT LIMA CHARLIE,JIGSAW,5,12,493,0,1,0,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,91114,FOXTROT LIMA CHARLIE,JIGSAW,5,12,138,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,91149,PAPA JULIET ALPHA,QUICKSAND,5,15,996,0,1,0,0,0.75,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,91149,PAPA JULIET ALPHA,QUICKSAND,5,15,127,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,91149,PAPA JULIET ALPHA,QUICKSAND,5,15,987,0,1,0,0,0.5,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,91149,PAPA JULIET ALPHA,QUICKSAND,5,15,124,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,91149,PAPA JULIET ALPHA,QUICKSAND,5,15,2593,0,1,1,1,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,91149,PAPA JULIET ALPHA,QUICKSAND,5,15,125,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,92114,FOXTROT SIERRA OSCAR,PUMPKIN,5,10,325,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,92114,FOXTROT SIERRA OSCAR,PUMPKIN,5,10,141,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,92149,ALPHA HOTEL JULIET,ZIGZAG,5,15,951,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,92149,ALPHA HOTEL JULIET,ZIGZAG,5,15,126,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,92149,ALPHA HOTEL JULIET,ZIGZAG,5,15,1258,0,1,0,0,0.75,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,92149,ALPHA HOTEL JULIET,ZIGZAG,5,15,126,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,92149,ALPHA HOTEL JULIET,ZIGZAG,5,15,1141,0,1,1,0,0.25,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,92149,ALPHA HOTEL JULIET,ZIGZAG,5,15,122,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,93114,XRAY NOVEMBER VICTOR,FERRET,5,12,517,0,1,1,1,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,93114,XRAY NOVEMBER VICTOR,FERRET,5,12,139,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,93149,LIMA ECHO ALPHA,DAFFODIL,5,14,820,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,93149,LIMA ECHO ALPHA,DAFFODIL,5,14,128,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,93149,LIMA ECHO ALPHA,DAFFODIL,5,14,1003,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,93149,LIMA ECHO ALPHA,DAFFODIL,5,14,122,0,1,1,,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,93149,LIMA ECHO ALPHA,DAFFODIL,5,14,1200,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,93149,LIMA ECHO ALPHA,DAFFODIL,5,14,124,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,94114,GOLF SIERRA ZULU,DANDELION,5,14,510,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,94114,GOLF SIERRA ZULU,DANDELION,5,14,138,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,94149,NOVEMBER VICTOR QUEBEC,LANTERN,5,10,1423,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,94149,NOVEMBER VICTOR QUEBEC,LANTERN,5,10,134,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,94149,NOVEMBER VICTOR QUEBEC,LANTERN,5,10,1237,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,94149,NOVEMBER VICTOR QUEBEC,LANTERN,5,10,133,0,1,1,,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,94149,NOVEMBER VICTOR QUEBEC,LANTERN,5,10,922,0,1,1,1,0.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,94149,NOVEMBER VICTOR QUEBEC,LANTERN,5,10,136,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,95114,LIMA DELTA SIERRA,HEDGEHOG,5,11,489,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,95114,LIMA DELTA SIERRA,HEDGEHOG,5,11,141,0,1,1,,1.0,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,95149,KILO XRAY CHARLIE,OPAL,5,12,1064,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,95149,KILO XRAY CHARLIE,OPAL,5,12,129,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,95149,KILO XRAY CHARLIE,OPAL,5,12,1166,0,1,0,1,0.5,0,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,95149,KILO XRAY CHARLIE,OPAL,5,12,127,0,1,1,,0.75,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,95149,KILO XRAY CHARLIE,OPAL,5,12,1335,0,1,1,1,0.5,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,95149,KILO XRAY CHARLIE,OPAL,5,12,126,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,96114,HOTEL LIMA UNIFORM,VELVET,5,15,497,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,96114,HOTEL LIMA UNIFORM,VELVET,5,15,138,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,96149,YANKEE MIKE PAPA,IGLOO,5,15,1115,0,1,1,1,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,96149,YANKEE MIKE PAPA,IGLOO,5,15,106,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,96149,YANKEE MIKE PAPA,IGLOO,5,15,1030,0,1,0,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,96149,YANKEE MIKE PAPA,IGLOO,5,15,122,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,96149,YANKEE MIKE PAPA,IGLOO,5,15,2309,0,1,1,1,0.25,14,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,96149,YANKEE MIKE PAPA,IGLOO,5,15,125,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,97114,WHISKEY NOVEMBER HOTEL,ZIGZAG,5,13,474,0,1,1,1,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,97114,WHISKEY NOVEMBER HOTEL,ZIGZAG,5,13,140,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,97149,PAPA INDIA DELTA,ORIGAMI,5,15,1263,0,1,0,0,1.0,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,97149,PAPA INDIA DELTA,ORIGAMI,5,15,124,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,97149,PAPA INDIA DELTA,ORIGAMI,5,15,1758,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_3,direct,True,1.0,20,97149,PAPA INDIA DELTA,ORIGAMI,5,15,123,0,1,1,,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_4,cot,True,1.0,20,97149,PAPA INDIA DELTA,ORIGAMI,5,15,753,0,1,0,0,0.25,0,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_4,direct,True,1.0,20,97149,PAPA INDIA DELTA,ORIGAMI,5,15,122,0,1,1,,0.25,17,20,0,,,
qwen2.5:7b,5,non-ordered,trivial,cot,True,1.0,20,98114,TANGO GOLF QUEBEC,ZUCCHINI,5,7,496,0,1,1,1,0.75,20,20,1,,,
qwen2.5:7b,5,non-ordered,trivial,direct,True,1.0,20,98114,TANGO GOLF QUEBEC,ZUCCHINI,5,7,141,0,1,1,,1.0,20,20,1,,,
qwen2.5:7b,5,non-ordered,math_bench_2,cot,True,1.0,20,98149,OSCAR KILO ROMEO,QUILT,5,12,1770,0,1,1,1,0.5,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_2,direct,True,1.0,20,98149,OSCAR KILO ROMEO,QUILT,5,12,123,0,1,1,,0.25,20,20,0,,,
qwen2.5:7b,5,non-ordered,math_bench_3,cot,True,1.0,20,98149,OSCAR KILO ROMEO,QUILT,5,12,701,0,1,0,0,0.5,0,20,1,,,
